,AGREEMENT_RK,ID_CLIENT,TARGET,ID,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
149,59927584,106804516,0,106804516,31,1,Высшее,Разведен(а),2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,15000.0,1,1
150,59927613,106804517,0,106804517,51,1,Среднее специальное,Состою в браке,2,0,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,от 10000 до 20000 руб.,10000.0,1,1
151,59927690,106804518,0,106804518,43,1,Среднее специальное,Состою в браке,1,1,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,от 10000 до 20000 руб.,8000.0,1,1
152,59927793,106804519,0,106804519,35,1,Среднее специальное,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,10000.0,2,2
153,59927798,106804520,0,106804520,38,1,Среднее специальное,Не состоял в браке,0,0,1,0,Кировская область,Кировская область,Кировская область,0,0,от 10000 до 20000 руб.,9000.0,1,1
154,59927827,106804521,0,106804521,55,0,Среднее специальное,Состою в браке,0,0,1,0,Воронежская область,Воронежская область,Воронежская область,1,0,от 20000 до 50000 руб.,20000.0,1,1
155,59927916,106804522,0,106804522,37,1,Высшее,Разведен(а),2,2,1,0,Мурманская область,Мурманская область,Мурманская область,0,0,свыше 50000 руб.,60000.0,1,1
156,59927923,106804523,0,106804523,38,0,Среднее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,Алтайский край,0,1,от 10000 до 20000 руб.,10000.0,1,1
157,59928049,106804524,0,106804524,23,1,Среднее,Не состоял в браке,2,2,1,0,Приморский край,Приморский край,Приморский край,0,0,от 5000 до 10000 руб.,8000.0,1,1
158,59928086,106804525,0,106804525,53,0,Среднее специальное,Состою в браке,2,0,1,0,Читинская область,Читинская область,Читинская область,0,1,от 20000 до 50000 руб.,7000.0,1,1
159,59928106,106804526,0,106804526,40,0,Среднее специальное,Состою в браке,2,0,1,0,Татарстан,Татарстан,Татарстан,0,0,от 10000 до 20000 руб.,7800.0,1,1
160,59928106,106804526,0,106804526,40,0,Среднее специальное,Состою в браке,2,0,1,0,Татарстан,Татарстан,Татарстан,0,0,от 10000 до 20000 руб.,7800.0,1,1
161,59928443,106804527,0,106804527,59,1,Среднее,Состою в браке,3,1,1,1,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,1,0,свыше 50000 руб.,18000.0,2,1
162,59928443,106804527,0,106804527,59,1,Среднее,Состою в браке,3,1,1,1,Санкт-Петербург,Санкт-Петербург,Санкт-Петербург,1,0,свыше 50000 руб.,18000.0,2,1
163,59928497,106804528,0,106804528,37,1,Среднее специальное,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,0,0,от 10000 до 20000 руб.,10000.0,1,1
164,59928561,106804529,1,106804529,27,0,Среднее,Состою в браке,2,2,1,0,Бурятия,Бурятия,Бурятия,1,0,от 10000 до 20000 руб.,12000.0,2,2
165,59928609,106804530,0,106804530,63,1,Высшее,Состою в браке,0,0,1,0,Томская область,Томская область,Томская область,0,0,от 20000 до 50000 руб.,25000.0,1,1
166,59928861,106804531,0,106804531,57,1,Среднее специальное,Разведен(а),0,0,1,0,Архангельская область,Архангельская область,Архангельская область,0,0,от 10000 до 20000 руб.,12000.0,1,1
167,59928901,106804532,1,106804532,42,0,Среднее специальное,Разведен(а),0,0,1,0,Кировская область,Кировская область,Кировская область,0,1,от 10000 до 20000 руб.,15000.0,2,2
168,59928942,106804533,0,106804533,31,0,Неоконченное высшее,Состою в браке,2,2,1,0,Тамбовская область,Тамбовская область,Тамбовская область,0,0,от 10000 до 20000 руб.,10000.0,3,2
169,59929169,106804534,0,106804534,33,1,Среднее,Состою в браке,2,2,1,0,Кировская область,Кировская область,Кировская область,0,0,от 5000 до 10000 руб.,3300.0,1,1
170,59929176,106804535,0,106804535,31,0,Среднее,Состою в браке,1,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,30000.0,2,1
171,59929197,106804536,0,106804536,51,1,Среднее специальное,Состою в браке,2,0,1,0,Мордовская республика,Мордовская республика,Мордовская республика,1,0,от 10000 до 20000 руб.,8000.0,2,1
172,59929552,106804537,0,106804537,28,0,Среднее,Состою в браке,1,2,1,0,Омская область,Омская область,Омская область,0,0,от 20000 до 50000 руб.,25000.0,2,2
173,59929697,106804538,0,106804538,27,1,Среднее,Не состоял в браке,1,1,1,0,Пермская область,Пермская область,Пермская область,0,0,от 10000 до 20000 руб.,6000.0,1,1
174,59929797,106804539,0,106804539,48,0,Высшее,Состою в браке,1,1,1,0,Ивановская область,Ивановская область,Ивановская область,0,1,от 10000 до 20000 руб.,10000.0,1,1
175,59929832,106804540,0,106804540,24,0,Высшее,Состою в браке,1,1,1,0,Читинская область,Читинская область,Читинская область,0,0,от 5000 до 10000 руб.,6500.0,1,1
176,59929846,106804541,0,106804541,29,0,Среднее специальное,Состою в браке,1,1,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,Ханты-Мансийский АО,1,0,от 20000 до 50000 руб.,25000.0,1,1
177,59929855,106804542,0,106804542,66,1,Среднее специальное,Вдовец/Вдова,1,0,1,1,Тамбовская область,Тамбовская область,Тамбовская область,1,0,от 5000 до 10000 руб.,9300.0,1,1
178,59929948,106804543,0,106804543,49,0,Среднее,Не состоял в браке,1,1,1,0,Ульяновская область,Ульяновская область,Ульяновская область,0,0,от 10000 до 20000 руб.,10000.0,1,1
179,59930128,106804544,0,106804544,23,0,Среднее,Не состоял в браке,0,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,свыше 50000 руб.,15000.0,1,1
180,59930152,106804545,0,106804545,34,0,Высшее,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,от 10000 до 20000 руб.,8000.0,1,1
